Exercice ,Branche,Code Produit,Sous-Branche,Règlement,Day,Month,Year
2020,0,11,2,148999.0,13,4,2017
2017,0,5,1,131348.79,24,9,2017
2014,0,11,2,148947.5,10,4,2013
2015,0,5,1,131331.42,13,8,2014
2022,0,5,1,131304.53,29,4,2021
2014,0,16,3,2320.77,5,12,2013
2017,0,5,1,131250.0,25,11,2017
2021,0,5,1,131200.0,27,10,2021
2015,0,16,3,2323.05,9,4,2015
2015,0,7,3,2323.17,1,7,2015
2016,0,7,3,2323.3,15,6,2016
2021,0,8,1,131192.4,21,11,2021
2015,0,5,1,131050.0,12,4,2014
2015,0,0,3,2324.17,2,12,2012
2019,0,4,1,131000.0,10,9,2018
2014,0,16,3,2324.38,26,5,2014
2020,0,5,1,131000.0,10,11,2020
2023,0,4,1,131000.0,18,6,2023
2015,0,5,1,130959.52,1,12,2013
2016,0,5,1,130918.97,25,10,2015
2022,0,4,1,130907.5,9,2,2019
2018,0,5,1,130900.0,31,1,2018
2019,0,5,1,130892.4,11,7,2016
2018,0,5,1,130821.6,6,8,2018
2016,0,8,1,130770.0,27,3,2016
2016,0,11,2,148800.0,22,3,2016
2015,0,11,2,148699.0,25,1,2015
2022,0,11,2,148279.28,1,12,2019
2023,0,11,2,148062.4,4,2,2023
2020,0,11,2,148041.0,5,9,2007
2019,0,5,1,130752.0,3,8,2018
2021,0,5,1,130680.0,16,6,2021
2022,0,5,1,130663.2,11,4,2022
2019,0,4,1,130650.62,9,5,2018
2021,0,4,1,130600.0,9,2,2021
2021,0,4,1,130600.0,24,9,2021
2014,0,11,2,147882.0,17,6,2011
2014,0,5,1,130600.0,25,12,2012
2017,0,5,1,130600.0,13,1,2016
2014,0,11,2,147650.0,29,8,2014
2017,0,5,1,130518.04,19,7,2016
2014,0,5,1,130513.16,21,7,2009
2021,0,5,1,130500.0,20,11,2020
2023,0,4,1,130500.0,13,10,2023
2014,0,5,1,130500.0,14,11,2013
2019,0,4,1,130471.9,5,3,2018
2021,0,11,2,147615.0,30,8,2021
2014,0,5,1,130433.0,11,10,2014
2015,0,5,1,130402.41,8,3,2015
2017,0,5,1,130350.0,9,1,2017
2021,0,5,1,130333.5,15,10,2019
2020,0,5,1,130330.3,12,9,2019
2020,0,11,2,147020.0,26,11,2012
2020,0,11,2,146790.0,23,10,2019
2014,0,5,1,130308.0,27,2,2013
2022,0,11,2,146571.7,10,8,2022
2022,0,5,1,130304.79,23,8,2022
2014,0,7,3,2333.23,6,11,2014
2019,0,5,1,130140.0,10,3,2017
2015,0,5,1,130032.0,22,11,2011
2022,0,4,1,130011.71,6,4,2022
2019,0,5,1,130000.0,3,9,2019
2022,0,5,1,130000.0,3,9,2013
2014,0,11,2,146250.0,26,2,2008
2018,0,11,2,146222.0,6,5,2014
2019,0,16,3,194000.0,16,9,2013
2014,0,8,1,130000.0,7,4,2013
2016,0,5,1,130000.0,6,2,2015
2022,0,4,1,130000.0,7,9,2022
2018,0,7,3,2335.62,30,3,2018
2021,0,5,1,130000.0,22,3,2021
2021,0,5,1,130000.0,13,8,2020
2015,0,7,3,2336.28,16,9,2015
2019,0,5,1,130000.0,9,10,2016
2019,0,5,1,130000.0,3,9,2019
2019,0,5,1,130000.0,12,4,2019
2020,0,5,1,130000.0,17,4,2020
2014,0,5,1,130000.0,12,7,2012
2018,0,9,3,2337.72,19,4,2018
2021,0,4,1,130000.0,3,3,2021
2017,0,5,1,129980.0,27,6,2017
2014,0,5,1,129965.76,12,4,2014
2018,0,5,1,129940.0,10,3,2018
2019,0,11,2,146195.98,7,2,2017
2014,0,16,3,2338.67,4,12,2012
2015,0,5,1,129880.0,8,1,2011
2018,0,5,1,129857.46,6,1,2016
2014,0,5,1,129841.32,7,8,2012
2018,0,4,1,129800.0,10,11,2018
2020,0,11,2,146050.0,8,2,2019
2023,0,16,3,2339.52,12,10,2013
2021,0,5,1,129800.0,26,12,2020
2018,0,5,1,129654.0,5,3,2017
2019,0,7,3,2340.0,18,4,2019
2021,0,11,2,146000.0,12,8,2021
2019,0,16,3,192000.0,4,2,2016
2018,0,5,1,129652.04,2,7,2014
2018,0,11,2,145900.0,23,4,2018
2021,0,5,1,129617.1,27,12,2018
2021,0,5,1,129600.0,26,6,2021
2019,0,4,1,129600.0,17,5,2018
2022,0,5,1,129600.0,24,5,2022
2023,0,11,2,145890.0,3,12,2022
2014,0,7,3,2340.0,15,5,2014
2022,0,5,1,129550.0,24,10,2022
2022,0,11,2,145873.59,17,6,2022
2022,0,11,2,145800.0,28,8,2022
2015,0,5,1,129547.01,31,1,2015
2015,0,5,1,129547.01,31,1,2015
2016,0,5,1,129500.31,3,12,2015
2014,0,5,1,129500.0,14,11,2013
2021,0,4,1,129400.0,10,11,2020
2019,0,5,1,129400.0,15,11,2019
2022,0,4,1,129400.0,30,3,2022
2017,0,11,2,145760.0,27,8,2016
2020,0,9,3,2340.0,12,11,2019
2014,0,5,1,129375.0,23,2,2014
2023,0,7,3,2340.0,4,5,2023
2022,0,4,1,129350.0,27,10,2022
2019,0,16,3,190000.0,19,10,2014
2021,0,5,1,129234.0,23,3,2021
2022,0,5,1,129233.95,5,9,2021
2019,0,5,1,129230.0,4,9,2018
2020,0,5,1,129208.0,20,12,2020
2019,0,11,2,145000.0,3,10,2017
2018,0,16,3,2341.89,2,10,2018
2023,0,4,1,129201.2,1,12,2022
2020,0,5,1,129200.0,28,11,2019
2014,0,5,1,129116.0,19,1,2014
2014,0,5,1,129073.5,25,8,2014
2019,0,5,1,129055.5,18,9,2018
2014,0,5,1,129012.76,31,8,2012
2022,0,5,1,129000.0,16,5,2022
2014,0,11,2,144840.0,11,8,2013
2014,0,5,1,129000.0,22,4,2014
2023,0,5,1,129000.0,27,12,2022
2021,0,5,1,129000.0,27,12,2020
2020,0,5,1,128909.21,13,9,2020
2016,0,5,1,128865.0,23,1,2015
2017,0,5,1,128800.0,8,11,2016
2018,0,4,1,128800.0,30,11,2018
2020,0,5,1,128700.0,8,10,2020
2014,0,8,1,128684.5,23,9,2012
2017,0,5,1,128680.31,12,4,2015
2018,0,7,3,2347.0,2,1,2017
2020,0,4,1,128620.0,20,9,2017
2021,0,4,1,128600.0,16,12,2021
2018,0,5,1,128600.0,24,9,2018
2019,0,4,1,128600.0,19,4,2019
2015,0,5,1,128592.0,12,10,2014
2021,0,7,3,2348.03,12,8,2021
2017,0,5,1,128500.0,1,3,2014
2014,0,5,1,128500.0,22,8,2014
2019,0,5,1,128500.0,20,11,2019
2017,0,11,2,144690.0,26,5,2017
2022,0,4,1,128500.0,21,6,2021
2023,0,11,2,144605.0,6,4,2022
2014,0,5,1,128493.76,17,8,2014
2014,0,7,3,2350.0,14,2,2014
2014,0,8,1,128493.76,17,7,2014
2014,0,11,2,144499.98,17,11,2014
2014,0,11,2,144490.0,7,10,2014
2018,0,5,1,128472.0,26,6,2013
2019,0,5,1,128469.34,6,9,2008
2016,0,7,3,2350.96,18,8,2016
2021,0,5,1,128459.75,11,3,2020
2020,0,5,1,128400.0,16,3,2020
2017,0,7,3,2351.28,6,3,2017
2015,0,5,1,128384.92,30,9,2014
2022,0,9,3,2351.6,22,9,2022
2022,0,7,3,2351.67,24,11,2021
2014,0,16,3,2352.04,25,5,2014
2020,0,3,3,2352.34,21,9,2020
2022,0,4,1,128327.67,9,8,2020
2017,0,4,1,128262.5,2,2,2017
2019,0,5,1,128200.0,26,12,2018
2017,0,5,1,128200.0,16,11,2016
2015,0,16,3,2354.04,4,6,2012
2014,0,11,2,144486.0,9,8,2010
2020,0,5,1,128200.0,3,12,2019
2021,0,5,1,128100.0,17,5,2021
2019,0,11,2,144450.0,22,11,2018
2021,0,5,1,128100.0,7,5,2021
2020,0,5,1,128100.0,13,10,2018
2023,0,5,1,128000.0,31,12,2021
2023,0,5,1,128000.0,27,12,2022
2019,0,4,1,128000.0,9,10,2019
2022,0,4,1,128000.0,14,3,2022
2022,0,4,1,128000.0,17,8,2022
2014,0,5,1,128000.0,5,4,2014
2022,0,5,1,128000.0,8,6,2022
2015,0,8,1,128000.0,3,11,2014
2021,0,5,1,128000.0,30,5,2020
2020,0,5,1,127920.0,17,10,2019
2019,0,5,1,127852.83,23,11,2013
2016,0,5,1,127850.0,25,6,2009
2018,0,4,1,127804.43,14,6,2017
2020,0,5,1,127800.0,28,2,2009
2017,0,5,1,127800.0,20,5,2017
2017,0,5,1,127737.5,23,8,2017
2019,0,4,1,127720.0,13,12,2018
2022,0,5,1,127700.0,5,10,2020
2023,0,5,1,127647.0,14,7,2022
2019,0,5,1,127600.0,31,10,2019
2019,0,5,1,127600.0,7,7,2019
2017,0,5,1,127517.2,31,10,2017
2015,0,5,1,127500.0,2,12,2015
2019,0,5,1,127500.0,13,9,2018
2020,0,5,1,127500.0,5,6,2020
2020,0,11,2,144000.0,21,4,2020
2016,0,5,1,127500.0,13,12,2013
2022,0,5,1,127500.0,18,10,2021
2020,0,5,1,127500.0,9,9,2019
2016,0,5,1,127500.0,31,3,2016
2018,0,5,1,127483.2,11,2,2018
2019,0,5,1,127400.0,11,8,2018
2020,0,8,1,127372.2,22,12,2019
2019,0,9,3,2360.0,26,9,2019
2017,0,10,1,127361.08,6,4,2017
2021,0,11,2,143800.0,13,8,2020
2023,0,5,1,127350.0,19,10,2023
2019,0,5,1,127330.0,1,12,2012
2018,0,5,1,127286.53,5,1,2016
2016,0,11,2,143430.3,7,10,2014
2022,0,11,2,143400.0,4,5,2022
2021,0,4,1,127280.0,7,4,2021
2023,0,11,2,143400.0,26,8,2023
2017,0,16,3,2360.0,24,10,2016
2018,0,5,1,127255.56,22,1,2015
2018,0,5,1,127200.0,25,5,2018
2018,0,5,1,127197.0,24,2,2017
2020,0,11,2,143400.0,22,8,2020
2019,0,5,1,127168.5,22,5,2013
2018,0,5,1,127168.5,22,5,2013
2018,0,5,1,127113.34,8,12,2013
2022,0,5,1,127078.92,15,8,2022
2023,0,4,1,127076.29,12,7,2023
2023,0,4,1,127076.29,12,7,2023
2019,0,11,2,143325.0,15,2,2017
2015,0,11,2,143142.38,14,5,2013
2023,0,4,1,127076.29,12,7,2023
2018,0,5,1,127007.64,21,3,2018
2021,0,5,1,127000.0,29,12,2020
2022,0,4,1,127000.0,23,3,2022
2018,0,11,2,143101.5,7,3,2018
2023,0,11,2,142912.5,30,11,2022
2020,0,4,1,126937.35,23,5,2018
2018,0,11,2,142800.0,25,1,2018
2016,0,5,1,126923.07,19,1,2016
2021,0,5,1,126900.0,14,10,2021
2016,0,5,1,126850.0,13,9,2015
2018,0,4,1,126800.0,31,12,2017
2015,0,16,3,2360.0,13,12,2011
2018,0,5,1,126724.5,13,2,2017
2023,0,5,1,126720.0,16,7,2023
2015,0,5,1,126702.76,6,8,2012
2019,0,13,2,187123.6,12,3,2019
2021,0,5,1,126600.0,24,10,2021
2023,0,5,1,126560.0,30,6,2022
2019,0,4,1,126549.03,8,3,2018
2020,0,4,1,126541.08,29,3,2018
2019,0,5,1,126540.0,18,12,2018
2016,0,5,1,126525.0,9,8,2016
2016,0,11,2,142712.0,16,4,2016
2014,0,5,1,126500.0,7,1,2013
2018,0,5,1,126500.0,7,12,2009
2016,0,5,1,126448.95,4,1,2016
2016,0,16,3,2360.0,21,1,2016
2015,0,9,3,2360.0,4,11,2015
2018,0,4,1,126425.0,15,1,2018
2020,0,5,1,126421.55,27,12,2019
2022,0,5,1,126400.0,9,8,2022
2019,0,11,2,142583.0,21,12,2018
2019,0,5,1,126400.0,22,7,2019
2016,0,9,3,2360.0,25,4,2016
2021,0,11,2,142312.5,12,10,2021
2021,0,11,2,142275.0,27,9,2021
2019,0,5,1,126400.0,9,5,2019
2022,0,5,1,126400.0,17,10,2021
2022,0,5,1,126400.0,17,6,2021
2017,0,5,1,126391.5,1,1,2014
2022,0,5,1,126325.0,15,3,2019
2021,0,11,2,142100.0,30,7,2020
2021,0,4,1,126324.0,30,5,2021
2020,0,5,1,126320.0,20,12,2009
2020,0,5,1,126243.47,26,6,2020
2021,0,5,1,126220.0,28,3,2015
2015,0,5,1,126210.55,10,8,2015
2022,0,5,1,126203.2,14,6,2021
2018,0,4,1,126200.0,4,10,2017
2018,0,5,1,126157.5,6,4,2017
2019,0,5,1,126134.58,21,12,2018
2016,0,5,1,126125.0,4,4,2016
2019,0,11,2,142025.0,13,6,2018
2019,0,5,1,126117.5,8,1,2014
2018,0,11,2,141945.95,7,3,2018
2019,0,5,1,126115.0,5,5,2018
2020,0,5,1,126088.08,1,6,2020
2019,0,4,1,126000.0,30,6,2019
2022,0,4,1,126000.0,19,5,2022
2021,0,5,1,126000.0,4,1,2021
2021,0,5,1,126000.0,17,6,2021
2023,0,5,1,126000.0,27,2,2022
2023,0,5,1,126000.0,6,6,2023
2020,0,16,3,2360.0,13,1,2019
2015,0,11,2,141873.0,28,8,2014
2022,0,16,3,2360.0,18,2,2021
2020,0,5,1,126000.0,21,4,2020
2021,0,5,1,126000.0,17,3,2021
2021,0,5,1,126000.0,18,6,2021
2019,0,5,1,126000.0,4,12,2019
2022,0,5,1,126000.0,13,12,2021
2019,0,5,1,126000.0,20,9,2019
2021,0,5,1,126000.0,6,12,2020
2021,0,5,1,126000.0,4,8,2021
2021,0,5,1,126000.0,5,6,2021
2021,0,16,3,2360.0,27,5,2020
2021,0,5,1,126000.0,11,4,2021
2018,0,5,1,125943.75,19,11,2016
2021,0,8,1,125886.8,11,1,2021
2017,0,5,1,125840.0,6,10,2017
2020,0,5,1,125831.68,20,1,2020
2018,0,5,1,125820.0,10,12,2016
2019,0,5,1,125820.0,9,12,2016
2022,0,5,1,125800.0,20,12,2021
2019,0,5,1,125780.0,16,5,2018
2019,0,5,1,125780.0,12,5,2018
2019,0,5,1,125780.0,13,5,2018
2020,0,5,1,125760.0,6,7,2020
2019,0,5,1,125725.54,4,9,2018
2023,0,5,1,125608.0,22,8,2014
2019,0,11,2,141800.0,20,4,2018
2016,0,5,1,125602.55,26,8,2015
2014,0,5,1,125600.0,18,8,2014
2023,0,11,2,141800.0,24,7,2023
2018,0,5,1,125600.0,9,7,2011
2018,0,5,1,125550.0,11,2,2016
2016,0,5,1,125539.13,10,11,2015
2019,0,8,1,125500.0,15,10,2018
2023,0,5,1,125485.39,8,4,2022
2015,0,5,1,125454.48,5,11,2012
2017,0,5,1,125420.4,9,3,2015
2015,0,5,1,125400.0,14,9,2015
2017,0,5,1,125384.62,29,9,2014
2016,0,5,1,125375.0,12,3,2016
2017,0,5,1,125347.58,31,3,2016
2020,0,5,1,125282.15,16,7,2018
2021,0,11,2,141480.5,11,5,2019
2019,0,5,1,125151.4,24,11,2016
2023,0,5,1,125072.0,29,11,2022
2022,0,5,1,125000.0,6,5,2021
2021,0,5,1,125000.0,10,9,2017
2017,0,11,2,141360.0,6,9,2016
2023,0,4,1,125000.0,17,3,2022
2023,0,11,2,141000.0,27,10,2022
2023,0,4,1,125000.0,17,1,2023
2019,0,16,3,185000.0,19,5,2015
2016,0,5,1,125000.0,9,10,2013
2019,0,11,2,140981.52,9,4,2017
2023,0,11,2,140800.0,27,1,2023
2015,0,5,1,125000.0,11,8,2014
2021,0,11,2,140759.82,4,9,2019
2021,0,5,1,125000.0,8,8,2021
2020,0,11,2,140735.6,25,7,2019
2022,0,5,1,125000.0,31,3,2022
2022,0,5,1,124950.0,30,12,2021
2019,0,16,3,184615.2,16,9,2013
2020,0,4,1,124950.0,5,6,2017
2020,0,5,1,124946.67,20,10,2019
2018,0,4,1,124853.49,10,1,2017
2017,0,4,1,124845.0,22,2,2017
2019,0,5,1,124840.0,24,3,2017
2017,0,16,3,2366.44,13,4,2016
2020,0,4,1,124838.78,16,2,2020
2022,0,11,2,140707.94,15,10,2020
2020,0,5,1,124820.0,22,12,2019
2021,0,5,1,124800.0,14,9,2021
2018,0,5,1,124800.0,31,3,2018
2014,0,8,1,124774.38,28,11,2012
2015,0,11,2,140600.0,28,9,2014
2023,0,8,1,124750.0,5,10,2023
2019,0,5,1,124680.0,2,5,2019
2023,0,8,1,124632.5,19,10,2022
2016,0,16,3,2370.0,16,9,2015
2022,0,4,1,124560.0,3,6,2022
2014,0,5,1,124500.0,8,12,2013
2022,0,4,1,124500.0,10,12,2021
2022,0,4,1,124500.0,5,12,2021
2018,0,5,1,124495.49,19,12,2017
2016,0,5,1,124388.0,23,4,2013
2017,0,5,1,124340.0,10,10,2016
2017,0,5,1,124324.44,25,10,2016
2014,0,5,1,124297.41,18,2,2014
2023,0,11,2,140547.74,20,10,2023
2022,0,11,2,140517.0,22,3,2022
2023,0,8,1,124205.74,15,8,2022
2020,0,11,2,140066.04,10,12,2019
2018,0,7,3,2372.47,15,7,2018
2015,0,0,3,2372.77,5,5,2015
2016,0,5,1,124193.26,24,11,2014
2023,0,11,2,140008.0,2,5,2012
2021,0,5,1,124169.96,5,3,2016
2015,0,5,1,124127.0,20,10,2015
2016,0,5,1,124110.0,23,4,2016
2022,0,5,1,124100.0,9,8,2022
2023,0,11,2,140000.0,16,6,2017
2014,0,5,1,124093.91,14,5,2009
2021,0,11,2,140000.0,14,8,2019
2023,0,5,1,124086.41,28,1,2023
2018,0,11,2,140000.0,9,5,2018
2014,0,16,3,2375.0,8,9,2012
2015,0,16,3,2375.0,20,1,2013
2016,0,16,3,2375.0,9,11,2015
2015,0,11,2,140000.0,28,8,2014
2015,0,5,1,124069.84,29,5,2012
2017,0,5,1,124041.64,11,1,2016
2016,0,11,2,139635.0,29,12,2015
2021,0,5,1,124000.0,24,12,2020
2018,0,4,1,124000.0,16,4,2018
2021,0,5,1,124000.0,13,11,2019
2021,0,11,2,139600.0,8,8,2017
2014,0,11,2,139540.0,5,7,2009
2019,0,11,2,139500.0,14,8,2019
2022,0,9,3,2376.3,1,6,2022
2019,0,11,2,139440.0,7,7,2016
2016,0,11,2,139383.75,6,4,2014
2017,0,5,1,123965.9,30,8,2016
2023,0,5,1,123964.0,26,11,2023
2019,0,5,1,123907.85,12,9,2019
2020,0,7,3,2377.11,16,6,2020
2022,0,11,2,139370.0,31,3,2022
2021,0,5,1,123900.94,23,11,2010
2015,0,5,1,123881.17,5,5,2014
2022,0,9,3,2377.6,2,1,2022
2020,0,4,1,123825.0,21,7,2018
2020,0,5,1,123804.0,12,7,2018
2020,0,5,1,123759.31,17,2,2020
2021,0,5,1,123739.24,8,9,2020
2020,0,5,1,123700.0,15,3,2020
2021,0,11,2,139355.0,3,7,2021
2020,0,11,2,139336.1,28,11,2018
2022,0,11,2,139291.0,27,2,2022
2018,0,5,1,123700.0,12,11,2018
2021,0,11,2,139241.84,26,8,2019
2020,0,5,1,123684.0,28,9,2015
2020,0,5,1,123600.0,18,11,2020
2017,0,11,2,138972.0,15,4,2017
2021,0,5,1,123600.0,25,12,2020
2021,0,7,3,2380.0,4,4,2021
2015,0,5,1,123592.49,23,3,2007
2023,0,11,2,138855.0,9,10,2023
2021,0,7,3,2380.0,20,1,2021
2014,0,5,1,123570.0,2,10,2014
2016,0,5,1,123539.85,12,7,2015
2022,0,5,1,123539.8,27,1,2022
2020,0,5,1,123537.5,27,6,2020
2023,0,5,1,123500.0,4,8,2022
2019,0,11,2,138790.0,14,2,2016
2014,0,9,3,2380.0,20,10,2013
2019,0,8,1,123500.0,1,10,2019
2020,0,5,1,123500.0,20,10,2020
2021,0,4,1,123500.0,12,9,2021
2017,0,5,1,123472.0,21,3,2015
2018,0,11,2,138381.16,14,5,2018
2015,0,5,1,123400.0,21,6,2015
2023,0,11,2,138320.0,4,5,2021
2021,0,5,1,123362.08,8,8,2021
2016,0,5,1,123338.78,30,11,2014
2017,0,5,1,123334.2,10,10,2016
2020,0,11,2,138200.0,8,7,2020
2023,0,8,1,123320.0,19,10,2022
2021,0,11,2,138150.0,13,10,2020
2020,0,4,1,123300.0,5,3,2018
2014,0,5,1,123224.79,30,9,2013
2022,0,7,3,2380.0,15,1,2017
2016,0,5,1,123215.22,2,6,2015
2019,0,4,1,123213.47,19,4,2018
2018,0,5,1,123200.0,18,10,2017
2017,0,5,1,123194.1,27,11,2015
2021,0,11,2,137980.0,11,7,2020
2021,0,4,1,123192.0,14,7,2018
2022,0,11,2,137893.02,14,12,2021
2019,0,5,1,123142.13,8,9,2019
2023,0,4,1,123109.2,6,4,2021
2023,0,4,1,123097.93,20,9,2021
2021,0,8,1,123087.32,6,1,2021
2017,0,5,1,123000.0,13,7,2017
2014,0,11,2,137717.27,29,12,2009
2019,0,5,1,123000.0,2,1,2019
2019,0,5,1,123000.0,4,4,2019
2019,0,11,2,137460.0,24,3,2019
2014,0,11,2,137340.86,4,5,2014
2018,0,11,2,137310.95,12,12,2017
2020,0,5,1,123000.0,20,7,2020
2022,0,11,2,137200.0,24,5,2021
2017,0,5,1,123000.0,16,8,2017
2017,0,4,1,122970.0,2,1,2017
2023,0,7,3,2380.0,12,7,2023
2023,0,5,1,122908.12,12,12,2023
2015,0,16,3,2380.43,23,8,2014
2017,0,5,1,122908.0,21,8,2014
2014,0,9,3,181306.8,3,2,2014
2017,0,5,1,122900.0,8,9,2017
2019,0,11,2,137010.75,12,3,2018
2021,0,4,1,122875.34,28,6,2020
2019,0,5,1,122850.0,12,5,2007
2020,0,5,1,122850.0,26,4,2020
2016,0,5,1,122822.86,4,5,2015
2022,0,4,1,122800.0,14,3,2022
2018,0,5,1,122800.0,31,12,2017
2018,0,5,1,122800.0,18,10,2017
2017,0,5,1,122750.0,19,10,2016
2016,0,11,2,137000.0,7,10,2012
2019,0,11,2,136875.0,28,10,2018
2021,0,9,3,2383.15,24,11,2020
2018,0,4,1,122731.1,28,2,2018
2018,0,4,1,122728.0,30,11,2017
2021,0,4,1,122699.02,14,2,2021
2014,0,16,3,2384.29,27,4,2013
2022,0,4,1,122699.02,14,2,2021
2017,0,16,3,2384.99,21,1,2017
2019,0,5,1,122697.66,1,7,2019
2016,0,9,3,180665.0,12,6,2015
2021,0,4,1,122691.16,14,1,2021
2018,0,5,1,122682.45,26,12,2017
2017,0,11,2,136799.05,28,8,2016
2018,0,16,3,2386.37,22,5,2016
2014,0,10,1,122674.09,3,4,2010
2016,0,11,2,136790.0,28,12,2015
2020,0,5,1,122600.0,13,5,2020
2021,0,5,1,122600.0,11,9,2021
2021,0,5,1,122600.0,27,7,2021
2019,0,5,1,122600.0,23,12,2018
2019,0,5,1,122600.0,11,8,2019
2017,0,11,2,136700.0,12,2,2017
2022,0,11,2,136552.5,1,10,2021
2020,0,10,1,122596.74,9,5,2018
2021,0,5,1,122584.28,15,11,2021
2021,0,11,2,136550.0,22,6,2020
2020,0,11,2,136328.0,26,5,2020
2021,0,11,2,136280.0,4,4,2021
2017,0,5,1,122575.0,19,10,2017
2015,0,11,2,136140.0,27,2,2011
2017,0,5,1,122550.0,5,2,2017
2016,0,16,3,2392.88,22,2,2016
2015,0,11,2,136140.0,17,1,2011
2014,0,11,2,136110.32,22,11,2012
2022,0,7,3,2393.19,16,11,2022
2017,0,5,1,122542.61,24,10,2016
2016,0,16,3,2393.47,28,12,2015
2014,0,7,3,2393.99,6,3,2014
2020,0,5,1,122537.82,21,6,2020
2014,0,7,3,2394.76,22,12,2013
2020,0,5,1,122500.0,13,8,2020
2021,0,5,1,122500.0,11,10,2020
2019,0,11,2,135625.0,8,8,2019
2020,0,11,2,135534.0,15,3,2020
2020,0,5,1,122500.0,17,4,2019
2022,0,11,2,135410.0,28,5,2019
2016,0,9,3,2398.03,24,2,2016
2017,0,9,3,2398.03,24,2,2016
2019,0,5,1,122500.0,6,8,2019
2015,0,11,2,135300.0,13,4,2011
2021,0,5,1,122500.0,17,7,2020
2020,0,5,1,122500.0,20,1,2020
2020,0,5,1,122500.0,22,9,2019
2023,0,5,1,122472.0,27,7,2015
2018,0,5,1,122472.0,1,3,2017
2016,0,11,2,135225.0,8,9,2016
2021,0,5,1,122414.24,31,1,2018
2019,0,16,3,2400.0,21,2,2019
2022,0,11,2,135075.0,13,9,2022
2016,0,4,1,122400.0,14,8,2016
2022,0,5,1,122400.0,15,11,2022
2021,0,11,2,135005.0,27,11,2020
2019,0,5,1,122400.0,18,7,2019
2023,0,11,2,135000.0,7,9,2023
2015,0,11,2,134927.0,28,12,2014
2017,0,11,2,134910.0,15,9,2015
2022,0,5,1,122400.0,26,9,2021
2020,0,5,1,122400.0,10,7,2019
2018,0,11,2,134895.0,5,5,2017
2014,0,9,3,2400.0,6,2,2014
2017,0,11,2,134810.0,23,1,2017
2022,0,5,1,122400.0,17,11,2021
2015,0,5,1,122377.5,14,10,2015
2023,0,11,2,134750.0,21,1,2023
2017,0,5,1,122351.65,21,11,2016
2016,0,5,1,122334.96,25,5,2015
2019,0,8,1,122304.0,24,6,2019
2023,0,11,2,134500.0,24,7,2023
2018,0,16,3,2400.0,12,7,2017
2021,0,11,2,134460.0,27,12,2018
2023,0,11,2,134375.0,16,3,2022
2017,0,5,1,122300.0,15,8,2016
2015,0,5,1,122278.93,18,8,2011
2021,0,5,1,122220.0,10,9,2017
2020,0,9,3,2400.0,30,10,2019
2020,0,11,2,134360.0,1,9,2020
2019,0,5,1,122124.08,13,12,2016
2014,0,5,1,122080.0,28,11,2013
2018,0,9,3,2400.0,22,7,2018
2014,0,5,1,122065.0,30,6,2013
2019,0,5,1,122023.0,2,10,2018
2023,0,11,2,134357.5,8,11,2022
2019,0,4,1,122001.3,7,1,2018
2016,0,5,1,122000.0,1,6,2014
2022,0,4,1,122000.0,13,8,2021
2017,0,11,2,134352.59,6,8,2017
2018,0,11,2,134173.0,17,6,2013
2015,0,7,3,2400.0,24,10,2015
2018,0,5,1,122000.0,28,12,2016
2021,0,4,1,122000.0,9,11,2021
2020,0,4,1,122000.0,29,12,2019
2021,0,5,1,122000.0,25,7,2017
2022,0,4,1,122000.0,26,8,2021
2023,0,5,1,122000.0,3,8,2022
2023,0,5,1,122000.0,8,11,2022
2014,0,5,1,121918.37,1,9,2014
2021,0,11,2,134140.0,6,7,2021
2016,0,5,1,121885.31,12,8,2015
2020,0,11,2,134117.64,25,9,2019
2016,0,5,1,121872.8,25,8,2015
2019,0,5,1,121864.0,23,9,2018
2021,0,8,1,121840.0,31,12,2020
2022,0,11,2,134000.0,28,6,2021
2020,0,8,1,121837.5,15,7,2019
2019,0,5,1,121812.5,9,8,2019
2022,0,11,2,133870.0,31,8,2022
2021,0,5,1,121800.0,12,5,2018
2022,0,11,2,133650.0,4,6,2013
2017,0,5,1,121800.0,26,5,2016
2019,0,5,1,121800.0,8,5,2019
2021,0,11,2,133617.5,8,8,2021
2015,0,16,3,2400.0,27,5,2015
2019,0,4,1,121800.0,2,12,2018
2019,0,5,1,121777.08,1,6,2019
2020,0,5,1,121746.4,18,5,2010
2022,0,4,1,121710.62,21,7,2022
2017,0,8,1,121700.0,10,3,2017
2019,0,5,1,121613.28,3,10,2018
2019,0,5,1,121600.0,2,12,2019
2023,0,11,2,132900.0,26,2,2019
2019,0,4,1,121600.0,20,6,2018
2019,0,11,2,132800.0,21,6,2019
2019,0,4,1,121600.0,10,10,2019
2022,0,11,2,132489.5,25,9,2018
2018,0,11,2,132371.35,16,4,2018
2023,0,4,1,121555.0,23,10,2021
2022,0,4,1,121539.62,6,12,2021
2018,0,5,1,121500.0,10,11,2018
2022,0,5,1,121500.0,17,9,2020
2019,0,7,3,2400.0,13,8,2018
2018,0,5,1,121499.0,11,3,2018
2018,0,6,1,2400.0,4,8,2018
2019,0,5,1,121400.0,27,6,2019
2022,0,7,3,2400.0,12,10,2022
2015,0,11,2,132351.0,25,3,2015
2021,0,7,3,2400.0,24,9,2020
2021,0,5,1,121376.67,10,12,2020
2022,0,5,1,121360.0,26,9,2022
2016,0,11,2,132300.0,25,4,2015
2015,0,5,1,121324.0,14,5,2010
2022,0,11,2,132240.0,25,2,2022
